note_id,part,start,end,global_start,global_end,duration,pitch_midi,pitch_name,velocity_realized,velocity,measure,beat,beatStrength,is_circulatio_dux,is_circulatio_comes,is_saltus,is_passus,is_stretto,is_melodic_dissonance
basso_79.0_80.0_10,Basso.,7.0,8.0,79.0,80.0,1.0,46.0,B-2,0.7086600000000001,90.0,10,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_80.0_81.0_11,Basso.,0.0,1.0,80.0,81.0,1.0,48.0,C3,0.7086600000000001,90.0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_81.0_83.0_11,Basso.,1.0,3.0,81.0,83.0,2.0,60.0,C4,0.7086600000000001,90.0,11,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_83.0_84.0_11,Basso.,3.0,4.0,83.0,84.0,1.0,58.0,B-3,0.7086600000000001,90.0,11,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_84.0_85.0_11,Basso.,4.0,5.0,84.0,85.0,1.0,56.0,A-3,0.7086600000000001,90.0,11,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_85.0_86.0_11,Basso.,5.0,6.0,85.0,86.0,1.0,55.0,G3,0.7086600000000001,90.0,11,3.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_86.0_88.0_11,Basso.,6.0,8.0,86.0,88.0,2.0,53.0,F3,0.7086600000000001,90.0,11,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_88.0_94.0_12,Basso.,0.0,6.0,88.0,94.0,6.0,55.0,G3,0.7086600000000001,90.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_94.0_95.0_12,Basso.,6.0,7.0,94.0,95.0,1.0,53.0,F3,0.7086600000000001,90.0,12,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_95.0_96.0_12,Basso.,7.0,8.0,95.0,96.0,1.0,55.0,G3,0.7086600000000001,90.0,12,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_96.0_98.0_13,Basso.,0.0,2.0,96.0,98.0,2.0,56.0,A-3,0.7086600000000001,90.0,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_98.0_99.0_13,Basso.,2.0,3.0,98.0,99.0,1.0,55.0,G3,0.7086600000000001,90.0,13,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_99.0_100.0_13,Basso.,3.0,4.0,99.0,100.0,1.0,53.0,F3,0.7086600000000001,90.0,13,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_100.0_102.0_13,Basso.,4.0,6.0,100.0,102.0,2.0,55.0,G3,0.65866,84.0,13,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_102.0_104.0_13,Basso.,6.0,8.0,102.0,104.0,2.0,43.0,G2,0.65866,84.0,13,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_104.0_106.0_14,Basso.,0.0,2.0,104.0,106.0,2.0,48.0,C3,0.65866,84.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_106.0_108.0_14,Basso.,2.0,4.0,106.0,108.0,2.0,,Rest,,,14,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_108.0_112.0_14,Basso.,4.0,8.0,108.0,112.0,4.0,,Rest,,,14,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_112.0_120.0_15,Basso.,0.0,8.0,112.0,120.0,8.0,,Rest,,,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_120.0_128.0_16,Basso.,0.0,8.0,120.0,128.0,8.0,,Rest,,,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_128.0_136.0_17,Basso.,0.0,8.0,128.0,136.0,8.0,,Rest,,,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_136.0_144.0_18,Basso.,0.0,8.0,136.0,144.0,8.0,,Rest,,,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_144.0_152.0_19,Basso.,0.0,8.0,144.0,152.0,8.0,,Rest,,,19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_152.0_160.0_20,Basso.,0.0,8.0,152.0,160.0,8.0,,Rest,,,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_160.0_168.0_21,Basso.,0.0,8.0,160.0,168.0,8.0,,Rest,,,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_168.0_176.0_22,Basso.,0.0,8.0,168.0,176.0,8.0,,Rest,,,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_176.0_184.0_23,Basso.,0.0,8.0,176.0,184.0,8.0,,Rest,,,23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_184.0_192.0_24,Basso.,0.0,8.0,184.0,192.0,8.0,,Rest,,,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_192.0_194.0_25,Basso.,0.0,2.0,192.0,194.0,2.0,48.0,C3,0.949992125984252,127.0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_194.0_196.0_25,Basso.,2.0,4.0,194.0,196.0,2.0,49.0,D-3,0.949992125984252,127.0,25,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_196.0_199.0_25,Basso.,4.0,7.0,196.0,199.0,3.0,47.0,B#2,0.949992125984252,127.0,25,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
basso_199.0_200.0_25,Basso.,7.0,8.0,199.0,200.0,1.0,48.0,C3,0.999992125984252,127.0,25,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_200.0_201.0_26,Basso.,0.0,1.0,200.0,201.0,1.0,50.0,D#3,0.999992125984252,127.0,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_201.0_202.0_26,Basso.,1.0,2.0,201.0,202.0,1.0,48.0,C3,0.999992125984252,127.0,26,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_202.0_203.0_26,Basso.,2.0,3.0,202.0,203.0,1.0,50.0,D3,0.999992125984252,127.0,26,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_203.0_204.0_26,Basso.,3.0,4.0,203.0,204.0,1.0,51.0,E-3,0.999992125984252,127.0,26,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_204.0_206.0_26,Basso.,4.0,6.0,204.0,206.0,2.0,53.0,F3,0.999992125984252,127.0,26,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_206.0_207.0_26,Basso.,6.0,7.0,206.0,207.0,1.0,51.0,E-3,0.7086600000000001,90.0,26,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_207.0_208.0_26,Basso.,7.0,8.0,207.0,208.0,1.0,50.0,D3,0.7086600000000001,90.0,26,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_208.0_210.0_27,Basso.,0.0,2.0,208.0,210.0,2.0,51.0,E-3,0.7086600000000001,90.0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_210.0_212.0_27,Basso.,2.0,4.0,210.0,212.0,2.0,50.0,D#3,0.7086600000000001,90.0,27,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_212.0_214.0_27,Basso.,4.0,6.0,212.0,214.0,2.0,48.0,C3,0.7086600000000001,90.0,27,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_214.0_216.0_27,Basso.,6.0,8.0,214.0,216.0,2.0,48.0,C3,0.7086600000000001,90.0,27,4.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0
basso_216.0_218.0_28,Basso.,0.0,2.0,216.0,218.0,2.0,49.0,D-3,0.7086600000000001,90.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
basso_218.0_220.0_28,Basso.,2.0,4.0,218.0,220.0,2.0,50.0,D#3,0.7086600000000001,90.0,28,2.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0
basso_220.0_222.0_28,Basso.,4.0,6.0,220.0,222.0,2.0,51.0,E-3,0.7086600000000001,90.0,28,3.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
basso_222.0_224.0_28,Basso.,6.0,8.0,222.0,224.0,2.0,52.0,E#3,0.7086600000000001,90.0,28,4.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0
basso_224.0_227.0_29,Basso.,0.0,3.0,224.0,227.0,3.0,53.0,F3,0.7086600000000001,90.0,29,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
basso_227.0_228.0_29,Basso.,3.0,4.0,227.0,228.0,1.0,51.0,E-3,0.7086600000000001,90.0,29,2.5,0.125,1.0,0.0,0.0,0.0,0.0,0.0
basso_228.0_229.0_29,Basso.,4.0,5.0,228.0,229.0,1.0,49.0,D-3,0.7086600000000001,90.0,29,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
basso_229.0_230.0_29,Basso.,5.0,6.0,229.0,230.0,1.0,48.0,C3,0.7086600000000001,90.0,29,3.5,0.125,1.0,0.0,0.0,0.0,0.0,0.0
basso_230.0_232.0_29,Basso.,6.0,8.0,230.0,232.0,2.0,46.0,B-2,0.7086600000000001,90.0,29,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_232.0_238.0_30,Basso.,0.0,6.0,232.0,238.0,6.0,48.0,C3,0.7086600000000001,90.0,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_238.0_241.0_30,Basso.,6.0,9.0,238.0,241.0,3.0,49.0,D-3,0.7086600000000001,90.0,30,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_241.0_242.0_31,Basso.,1.0,2.0,241.0,242.0,1.0,48.0,C3,0.7086600000000001,90.0,31,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_242.0_243.0_31,Basso.,2.0,3.0,242.0,243.0,1.0,49.0,D-3,0.7086600000000001,90.0,31,2.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0
basso_243.0_244.0_31,Basso.,3.0,4.0,243.0,244.0,1.0,46.0,B-2,0.7086600000000001,90.0,31,2.5,0.125,0.0,0.0,1.0,0.0,0.0,0.0
basso_244.0_245.0_31,Basso.,4.0,5.0,244.0,245.0,1.0,48.0,C3,0.7086600000000001,90.0,31,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_245.0_247.0_31,Basso.,5.0,7.0,245.0,247.0,2.0,60.0,C4,0.992124,126.0,31,3.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_247.0_248.0_31,Basso.,7.0,8.0,247.0,248.0,1.0,58.0,B-3,0.992124,126.0,31,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_248.0_249.0_32,Basso.,0.0,1.0,248.0,249.0,1.0,57.0,A#3,0.992124,126.0,32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_249.0_250.0_32,Basso.,1.0,2.0,249.0,250.0,1.0,53.0,F3,0.992124,126.0,32,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_250.0_251.0_32,Basso.,2.0,3.0,250.0,251.0,1.0,55.0,G3,0.992124,126.0,32,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_251.0_252.0_32,Basso.,3.0,4.0,251.0,252.0,1.0,57.0,A3,0.992124,126.0,32,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_252.0_253.0_32,Basso.,4.0,5.0,252.0,253.0,1.0,58.0,B-3,0.992124,126.0,32,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_253.0_254.0_32,Basso.,5.0,6.0,253.0,254.0,1.0,56.0,A3,0.992124,126.0,32,3.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_254.0_255.0_32,Basso.,6.0,7.0,254.0,255.0,1.0,55.0,G3,0.992124,126.0,32,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_255.0_256.0_32,Basso.,7.0,8.0,255.0,256.0,1.0,53.0,F3,0.992124,126.0,32,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_256.0_258.0_33,Basso.,0.0,2.0,256.0,258.0,2.0,51.0,E-3,0.942124,120.0,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_258.0_260.0_33,Basso.,2.0,4.0,258.0,260.0,2.0,51.0,E-3,0.942124,120.0,33,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_260.0_261.0_33,Basso.,4.0,5.0,260.0,261.0,1.0,44.0,A-2,0.992124,126.0,33,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_261.0_263.0_33,Basso.,5.0,7.0,261.0,263.0,2.0,56.0,A-3,0.992124,126.0,33,3.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_263.0_264.0_33,Basso.,7.0,8.0,263.0,264.0,1.0,54.0,G3,0.992124,126.0,33,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_264.0_265.0_34,Basso.,0.0,1.0,264.0,265.0,1.0,53.0,F3,0.992124,126.0,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_265.0_266.0_34,Basso.,1.0,2.0,265.0,266.0,1.0,49.0,D-3,0.992124,126.0,34,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_266.0_267.0_34,Basso.,2.0,3.0,266.0,267.0,1.0,51.0,E-3,0.992124,126.0,34,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_267.0_268.0_34,Basso.,3.0,4.0,267.0,268.0,1.0,53.0,F3,0.992124,126.0,34,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_268.0_270.0_34,Basso.,4.0,6.0,268.0,270.0,2.0,54.0,G3,0.992124,126.0,34,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_270.0_271.0_34,Basso.,6.0,7.0,270.0,271.0,1.0,53.0,F3,0.992124,126.0,34,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_271.0_272.0_34,Basso.,7.0,8.0,271.0,272.0,1.0,51.0,E-3,0.992124,126.0,34,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_272.0_274.0_35,Basso.,0.0,2.0,272.0,274.0,2.0,53.0,F3,0.942124,120.0,35,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
basso_274.0_276.0_35,Basso.,2.0,4.0,274.0,276.0,2.0,41.0,F2,0.942124,120.0,35,2.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
basso_276.0_278.0_35,Basso.,4.0,6.0,276.0,278.0,2.0,46.0,B-2,0.942124,120.0,35,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
basso_278.0_280.0_35,Basso.,6.0,8.0,278.0,280.0,2.0,,Rest,,,35,4.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
basso_280.0_284.0_36,Basso.,0.0,4.0,280.0,284.0,4.0,,Rest,,,36,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
basso_284.0_288.0_36,Basso.,4.0,8.0,284.0,288.0,4.0,,Rest,,,36,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
basso_288.0_292.0_37,Basso.,0.0,4.0,288.0,292.0,4.0,,Rest,,,37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_292.0_296.0_37,Basso.,4.0,8.0,292.0,296.0,4.0,,Rest,,,37,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_296.0_300.0_38,Basso.,0.0,4.0,296.0,300.0,4.0,,Rest,,,38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_300.0_304.0_38,Basso.,4.0,8.0,300.0,304.0,4.0,,Rest,,,38,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_304.0_308.0_39,Basso.,0.0,4.0,304.0,308.0,4.0,,Rest,,,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_308.0_312.0_39,Basso.,4.0,8.0,308.0,312.0,4.0,,Rest,,,39,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_312.0_316.0_40,Basso.,0.0,4.0,312.0,316.0,4.0,,Rest,,,40,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
basso_316.0_320.0_40,Basso.,4.0,8.0,316.0,320.0,4.0,,Rest,,,40,3.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
basso_320.0_322.0_41,Basso.,0.0,2.0,320.0,322.0,2.0,53.0,F3,0.942124,120.0,41,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
basso_322.0_324.0_41,Basso.,2.0,4.0,322.0,324.0,2.0,54.0,G3,0.942124,120.0,41,2.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0
basso_324.0_327.0_41,Basso.,4.0,7.0,324.0,327.0,3.0,52.0,E#3,0.942124,120.0,41,3.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
basso_327.0_328.0_41,Basso.,7.0,8.0,327.0,328.0,1.0,53.0,F3,0.992124,126.0,41,4.5,0.125,0.0,0.0,0.0,0.0,1.0,0.0
basso_328.0_329.0_42,Basso.,0.0,1.0,328.0,329.0,1.0,55.0,G3,0.992124,126.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_329.0_330.0_42,Basso.,1.0,2.0,329.0,330.0,1.0,53.0,F3,0.992124,126.0,42,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_330.0_331.0_42,Basso.,2.0,3.0,330.0,331.0,1.0,55.0,G3,0.992124,126.0,42,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_331.0_332.0_42,Basso.,3.0,4.0,331.0,332.0,1.0,57.0,A#3,0.992124,126.0,42,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_332.0_334.0_42,Basso.,4.0,6.0,332.0,334.0,2.0,58.0,B-3,0.992124,126.0,42,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_334.0_335.0_42,Basso.,6.0,7.0,334.0,335.0,1.0,56.0,A3,0.942124,120.0,42,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_335.0_336.0_42,Basso.,7.0,8.0,335.0,336.0,1.0,55.0,G3,0.992124,126.0,42,4.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_336.0_338.0_43,Basso.,0.0,2.0,336.0,338.0,2.0,56.0,A-3,0.992124,126.0,43,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_338.0_340.0_43,Basso.,2.0,4.0,338.0,340.0,2.0,55.0,G3,0.992124,126.0,43,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_340.0_342.0_43,Basso.,4.0,6.0,340.0,342.0,2.0,53.0,F3,0.992124,126.0,43,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
basso_342.0_344.0_43,Basso.,6.0,8.0,342.0,344.0,2.0,,Rest,,,43,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
basso_344.0_345.0_44,Basso.,0.0,1.0,344.0,345.0,1.0,,Rest,,,44,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
basso_345.0_347.0_44,Basso.,1.0,3.0,345.0,347.0,2.0,58.0,B-3,0.992124,126.0,44,1.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_347.0_348.0_44,Basso.,3.0,4.0,347.0,348.0,1.0,56.0,A-3,0.992124,126.0,44,2.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0
basso_348.0_349.0_44,Basso.,4.0,5.0,348.0,349.0,1.0,55.0,G3,0.992124,126.0,44,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
